,job,marital,education,default,housing,loan,contact,poutcome,age_bin,result_from_ward
388,blue-collar,single,basic.4y,no,no,no,telephone,nonexistent,20-30,1
389,housemaid,married,unknown,no,yes,yes,cellular,nonexistent,50-60,2
390,blue-collar,divorced,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
391,technician,married,basic.9y,no,no,no,cellular,nonexistent,30-40,0
392,blue-collar,married,basic.4y,no,yes,yes,cellular,failure,30-40,1
393,admin.,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
394,blue-collar,married,basic.4y,no,yes,no,telephone,nonexistent,50-60,1
395,technician,married,professional.course,no,no,yes,cellular,nonexistent,50-60,0
396,housemaid,married,university.degree,no,no,no,cellular,success,30-40,2
397,admin.,single,university.degree,no,unknown,unknown,cellular,failure,30-40,2
398,retired,married,professional.course,no,yes,no,cellular,nonexistent,60-70,2
399,blue-collar,single,basic.4y,unknown,no,no,telephone,nonexistent,40-50,1
400,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,nonexistent,50-60,1
401,blue-collar,single,basic.9y,unknown,no,no,cellular,nonexistent,40-50,1
402,housemaid,married,basic.4y,no,yes,no,cellular,nonexistent,30-40,1
403,unemployed,married,university.degree,unknown,yes,no,cellular,success,30-40,0
404,admin.,divorced,university.degree,no,yes,no,cellular,nonexistent,30-40,2
405,management,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
406,blue-collar,married,basic.9y,unknown,no,yes,cellular,nonexistent,30-40,1
407,admin.,married,high.school,no,yes,no,telephone,nonexistent,40-50,1
408,blue-collar,married,basic.4y,no,yes,yes,telephone,nonexistent,40-50,1
409,technician,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
410,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
411,services,married,basic.4y,unknown,no,no,cellular,nonexistent,50-60,1
412,self-employed,divorced,professional.course,no,yes,no,telephone,nonexistent,50-60,0
413,blue-collar,married,basic.9y,unknown,no,yes,cellular,nonexistent,50-60,1
414,retired,divorced,basic.4y,unknown,yes,no,telephone,nonexistent,80-90,1
415,retired,married,high.school,no,yes,no,cellular,nonexistent,50-60,1
416,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
417,blue-collar,divorced,high.school,no,no,no,telephone,nonexistent,30-40,1
418,services,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
419,services,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,0
420,retired,married,basic.9y,unknown,yes,no,cellular,nonexistent,50-60,1
421,management,married,unknown,no,no,no,telephone,nonexistent,30-40,2
422,technician,single,professional.course,no,no,no,cellular,nonexistent,30-40,0
423,services,single,high.school,no,no,no,cellular,failure,20-30,0
424,admin.,married,basic.6y,no,yes,no,cellular,nonexistent,50-60,1
425,admin.,single,high.school,no,yes,no,cellular,failure,30-40,1
426,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
427,retired,married,basic.4y,no,yes,no,cellular,nonexistent,40-50,1
428,technician,married,professional.course,unknown,no,no,telephone,nonexistent,40-50,0
429,self-employed,single,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
430,services,single,high.school,no,no,no,telephone,nonexistent,20-30,0
431,blue-collar,single,basic.9y,unknown,yes,yes,cellular,nonexistent,20-30,1
432,admin.,divorced,university.degree,no,yes,no,telephone,nonexistent,30-40,2
433,admin.,unknown,high.school,no,no,no,telephone,nonexistent,30-40,1
434,student,single,high.school,no,yes,yes,cellular,nonexistent,20-30,0
435,technician,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
436,blue-collar,married,basic.4y,no,no,yes,telephone,nonexistent,40-50,1
437,admin.,single,university.degree,no,unknown,unknown,cellular,nonexistent,30-40,2
438,blue-collar,divorced,basic.9y,no,no,yes,telephone,failure,30-40,1
439,entrepreneur,married,high.school,no,no,yes,telephone,nonexistent,30-40,1
440,management,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
441,admin.,married,university.degree,no,no,no,cellular,failure,50-60,2
442,technician,single,university.degree,no,no,no,telephone,nonexistent,30-40,0
443,admin.,married,high.school,no,yes,no,telephone,nonexistent,30-40,1
444,technician,married,professional.course,no,no,no,cellular,nonexistent,30-40,0
445,management,single,high.school,no,no,no,cellular,nonexistent,40-50,1
446,entrepreneur,married,high.school,no,no,no,cellular,nonexistent,40-50,1
447,admin.,single,university.degree,no,no,no,cellular,failure,20-30,2
448,technician,single,university.degree,no,no,no,cellular,nonexistent,30-40,0
449,blue-collar,single,high.school,no,no,no,telephone,nonexistent,30-40,1
450,admin.,married,high.school,no,yes,yes,cellular,nonexistent,40-50,1
451,admin.,married,high.school,no,no,no,cellular,nonexistent,30-40,1
452,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
453,retired,divorced,high.school,no,no,yes,cellular,success,70-80,1
454,unknown,married,unknown,unknown,yes,no,telephone,nonexistent,30-40,0
455,technician,married,basic.9y,no,yes,yes,telephone,nonexistent,50-60,0
456,services,married,high.school,unknown,no,no,telephone,nonexistent,40-50,1
457,retired,married,basic.4y,no,no,no,cellular,failure,70-80,1
458,self-employed,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
459,blue-collar,single,basic.6y,unknown,yes,no,cellular,nonexistent,40-50,1
460,technician,single,university.degree,no,yes,yes,cellular,nonexistent,30-40,0
461,admin.,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
462,management,married,basic.9y,unknown,yes,yes,cellular,nonexistent,40-50,1
463,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
464,services,married,high.school,no,yes,no,cellular,nonexistent,40-50,1
465,technician,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
466,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
467,services,divorced,high.school,no,no,no,cellular,nonexistent,30-40,0
468,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
469,housemaid,divorced,basic.4y,no,no,no,telephone,nonexistent,50-60,1
470,student,single,high.school,no,no,no,cellular,nonexistent,20-30,0
471,technician,married,professional.course,no,yes,no,cellular,nonexistent,40-50,0
472,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
473,blue-collar,married,high.school,no,yes,no,cellular,nonexistent,40-50,1
474,retired,married,professional.course,unknown,yes,yes,cellular,nonexistent,50-60,2
475,management,single,university.degree,no,no,no,cellular,failure,20-30,2
476,retired,divorced,basic.4y,no,yes,no,cellular,failure,80-90,1
477,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
478,retired,married,professional.course,no,yes,no,telephone,nonexistent,70-80,2
479,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,40-50,1
480,management,married,university.degree,no,yes,no,telephone,nonexistent,20-30,2
481,blue-collar,married,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
482,technician,married,university.degree,no,no,no,telephone,nonexistent,30-40,0
483,technician,married,university.degree,unknown,yes,no,cellular,nonexistent,20-30,0
484,technician,single,university.degree,no,yes,yes,cellular,failure,30-40,0
485,blue-collar,married,basic.6y,no,no,no,telephone,nonexistent,30-40,1
486,management,married,university.degree,no,no,no,telephone,nonexistent,40-50,2
487,blue-collar,married,basic.6y,no,yes,no,cellular,nonexistent,40-50,1
488,blue-collar,divorced,basic.9y,no,no,no,telephone,nonexistent,30-40,1
489,services,married,university.degree,no,no,no,telephone,nonexistent,40-50,0
490,services,married,unknown,unknown,no,no,telephone,nonexistent,50-60,0
491,blue-collar,single,high.school,no,yes,no,telephone,nonexistent,20-30,1
492,services,single,high.school,no,yes,no,telephone,nonexistent,20-30,0
493,entrepreneur,married,basic.4y,unknown,no,no,telephone,nonexistent,40-50,1
494,management,married,university.degree,no,yes,no,telephone,nonexistent,50-60,2
495,blue-collar,single,unknown,no,no,no,cellular,nonexistent,20-30,2
496,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
497,admin.,single,university.degree,no,no,no,cellular,nonexistent,30-40,2
498,blue-collar,married,professional.course,no,no,no,cellular,nonexistent,30-40,2
499,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
500,admin.,married,high.school,no,yes,no,cellular,nonexistent,40-50,1
501,admin.,married,high.school,unknown,yes,no,cellular,nonexistent,50-60,1
502,technician,married,university.degree,unknown,yes,no,cellular,nonexistent,40-50,0
503,technician,married,professional.course,no,unknown,unknown,cellular,nonexistent,30-40,0
504,services,single,basic.6y,no,unknown,unknown,telephone,nonexistent,30-40,0
505,management,married,university.degree,no,no,yes,cellular,nonexistent,50-60,2
506,technician,married,university.degree,no,no,no,cellular,nonexistent,30-40,0
507,technician,married,high.school,no,yes,no,cellular,nonexistent,30-40,0
508,self-employed,single,university.degree,no,yes,no,cellular,failure,30-40,0
509,retired,married,basic.4y,unknown,yes,yes,cellular,nonexistent,50-60,1
510,technician,single,professional.course,no,no,no,cellular,failure,20-30,0
511,blue-collar,married,basic.4y,unknown,no,no,cellular,nonexistent,40-50,1
512,student,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
513,admin.,divorced,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
514,admin.,married,university.degree,no,no,no,telephone,nonexistent,40-50,2
515,services,divorced,high.school,no,no,no,telephone,nonexistent,40-50,1
516,management,married,university.degree,unknown,no,no,cellular,nonexistent,30-40,2
517,unemployed,married,professional.course,no,yes,no,telephone,nonexistent,40-50,0
518,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
519,technician,single,professional.course,no,unknown,unknown,cellular,nonexistent,30-40,0
520,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
521,services,single,high.school,no,no,no,telephone,nonexistent,20-30,0
522,services,married,high.school,no,yes,no,telephone,nonexistent,30-40,0
523,technician,married,professional.course,no,yes,no,cellular,failure,30-40,0
524,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
525,technician,married,university.degree,no,yes,no,cellular,nonexistent,30-40,0
526,retired,divorced,professional.course,no,yes,no,cellular,nonexistent,50-60,2
527,services,single,high.school,no,yes,no,cellular,nonexistent,30-40,0
528,technician,married,university.degree,no,yes,no,cellular,failure,50-60,0
529,student,single,high.school,no,yes,yes,cellular,failure,20-30,0
530,unemployed,married,basic.9y,unknown,no,no,telephone,nonexistent,50-60,0
531,admin.,married,university.degree,no,no,no,telephone,nonexistent,50-60,2
532,blue-collar,married,basic.6y,unknown,yes,no,cellular,nonexistent,40-50,1
533,admin.,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
534,blue-collar,divorced,basic.6y,no,yes,no,telephone,nonexistent,40-50,1
535,blue-collar,married,basic.4y,no,unknown,unknown,telephone,nonexistent,40-50,1
536,student,single,basic.9y,no,yes,no,telephone,nonexistent,0-20,0
537,admin.,divorced,university.degree,unknown,yes,no,cellular,failure,30-40,2
538,blue-collar,married,basic.9y,no,yes,no,telephone,nonexistent,20-30,1
539,entrepreneur,married,unknown,no,no,no,cellular,nonexistent,40-50,2
540,self-employed,married,university.degree,no,no,no,cellular,nonexistent,30-40,0
541,student,single,high.school,no,no,no,cellular,nonexistent,20-30,0
542,technician,unknown,high.school,no,yes,no,cellular,nonexistent,20-30,0
543,admin.,single,university.degree,no,yes,no,cellular,failure,30-40,2
544,management,single,university.degree,no,no,no,cellular,nonexistent,30-40,2
545,technician,divorced,high.school,no,yes,no,cellular,nonexistent,40-50,0
546,admin.,single,high.school,no,no,no,cellular,nonexistent,40-50,1
547,blue-collar,married,high.school,unknown,yes,no,cellular,nonexistent,30-40,1
548,admin.,married,high.school,no,no,no,cellular,nonexistent,30-40,1
549,services,married,high.school,no,yes,no,telephone,nonexistent,30-40,0
550,management,married,professional.course,no,no,no,telephone,nonexistent,40-50,2
551,services,married,basic.6y,no,no,no,telephone,nonexistent,30-40,0
552,admin.,divorced,high.school,no,yes,no,telephone,nonexistent,30-40,1
553,technician,single,university.degree,no,yes,yes,cellular,nonexistent,40-50,0
554,technician,single,professional.course,no,yes,no,cellular,nonexistent,50-60,0
555,blue-collar,single,high.school,no,no,no,telephone,nonexistent,30-40,1
556,student,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
557,blue-collar,divorced,basic.4y,no,yes,no,telephone,nonexistent,40-50,1
558,retired,divorced,professional.course,unknown,yes,no,telephone,nonexistent,50-60,2
559,admin.,divorced,university.degree,no,yes,no,cellular,nonexistent,20-30,2
560,technician,single,professional.course,no,no,yes,telephone,nonexistent,20-30,0
561,admin.,single,university.degree,no,yes,no,telephone,nonexistent,20-30,2
562,entrepreneur,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
563,admin.,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
564,retired,divorced,basic.4y,no,yes,no,cellular,failure,80-90,1
565,blue-collar,divorced,basic.4y,unknown,no,no,telephone,nonexistent,40-50,1
566,technician,single,university.degree,no,yes,no,cellular,failure,20-30,0
567,technician,married,university.degree,no,no,no,telephone,nonexistent,50-60,0
568,management,single,university.degree,no,no,no,cellular,success,40-50,2
569,services,single,basic.9y,no,yes,no,cellular,nonexistent,20-30,0
570,blue-collar,divorced,basic.4y,no,yes,no,telephone,nonexistent,50-60,1
571,student,single,unknown,no,yes,no,cellular,nonexistent,0-20,0
572,blue-collar,married,high.school,no,no,no,telephone,nonexistent,20-30,1
573,technician,single,professional.course,no,no,no,cellular,nonexistent,30-40,0
574,student,single,university.degree,no,yes,no,cellular,success,20-30,0
575,services,single,high.school,no,no,yes,telephone,nonexistent,20-30,0
576,technician,married,professional.course,no,yes,no,cellular,failure,20-30,0
577,technician,married,university.degree,no,yes,no,cellular,nonexistent,30-40,0
578,self-employed,married,professional.course,no,yes,no,telephone,nonexistent,30-40,0
579,services,married,basic.4y,no,no,no,telephone,nonexistent,30-40,0
580,entrepreneur,divorced,university.degree,no,yes,no,cellular,failure,30-40,2
581,entrepreneur,married,unknown,no,no,no,telephone,nonexistent,40-50,2
582,technician,married,professional.course,no,no,no,cellular,nonexistent,40-50,0
583,admin.,divorced,university.degree,no,yes,no,cellular,nonexistent,30-40,2
584,technician,single,university.degree,no,no,no,cellular,nonexistent,20-30,0
585,services,divorced,high.school,no,yes,no,telephone,nonexistent,30-40,0
586,blue-collar,married,basic.9y,unknown,yes,no,telephone,nonexistent,20-30,1
587,admin.,married,university.degree,no,yes,no,cellular,failure,20-30,2
588,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
589,technician,married,professional.course,no,no,no,cellular,nonexistent,20-30,0
590,blue-collar,divorced,unknown,unknown,no,no,telephone,nonexistent,50-60,2
591,blue-collar,married,basic.9y,unknown,yes,no,cellular,failure,30-40,1
592,blue-collar,married,basic.6y,no,yes,no,cellular,nonexistent,40-50,1
593,technician,single,university.degree,no,no,yes,cellular,failure,20-30,0
594,services,single,high.school,no,yes,no,telephone,nonexistent,30-40,0
595,management,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
596,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
597,admin.,married,university.degree,no,yes,no,cellular,success,30-40,2
598,housemaid,divorced,high.school,no,yes,no,cellular,failure,30-40,1
